Numero,Ubicación,Nombre,Disponibilidad,precio de Venta,Precio de Alquiler,Recamaras,Baños,Dimensión,Tipo de vivienda,vivienda nueva / de segunda
455,San Francisco,PREMIER LOFT,VENTA,"$661,500.00",,3,3,95,APARTAMENTOS,NUEVO
456,San Francisco,7400 EAST,VENTA,"$350,000.00",,3,3,212,APARTAMENTOS,DE SEGUNDA
457,San Francisco,PH TEE ONE,ALQUILER,$900.00,,2,3,92,APARTAMENTOS,
458,San Francisco,Apartamento en San Francisco Bay 600,ALQUILER,$980.00,,2,3,142,APARTAMENTOS,
459,San Francisco,THE VIEW,VENTA,"$335,000.00",,3,2,310,APARTAMENTOS,DE SEGUNDA
460,San Francisco,DIAMOND TOWER,VENTA,"$180,000.00",,3,1,92,APARTAMENTOS,DE SEGUNDA
461,San Francisco,PH TERRASOL,VENTALQUILER,"$240,000.00",,3,2,148,APARTAMENTOS,DE SEGUNDA
462,San Francisco,LOS FLAMINGOS,VENTALQUILER,"$460,000.00",,4,2,336,CASAS,NUEVO
463,San Francisco,Ph Cabomarzo,VENTA,"$249,900.00",,3,2,112,APARTAMENTOS,DE SEGUNDA
464,San Francisco,PREMIER LOFT,VENTA,"$550,000.00",,3,2,100,APARTAMENTOS,NUEVO
465,San Francisco,San Francisco Bay 26-B,VENTA,"$189,000.00",,2,3,95,APARTAMENTOS,DE SEGUNDA
466,San Francisco,Concept,VENTALQUILER,"$210,000.00",,2,2,800,APARTAMENTOS,DE SEGUNDA
467,San Francisco,Harmony Tower,ALQUILER,$950.00,,1,2,240,APARTAMENTOS,
468,San Francisco,Bah¡a Pac¡fica,VENTA,"$2,450,000.00",,4,3,382,APARTAMENTOS,NUEVO
469,San Francisco,San Francisco Bay T400,VENTALQUILER,"$420,000.00",,3,3,184,APARTAMENTOS,NUEVO
470,San Francisco,Casa En San Francisco,ALQUILER,"$2,650.00",,4,2,188,CASAS,
471,San Francisco,WATERFALLS,VENTA,"$460,000.00",,3,2,131,APARTAMENTOS,NUEVO
472,San Francisco,TAO TOWER,RENTANDO,"$385,000.00",,3,3,81,APARTAMENTOS,
473,San Francisco,Terrawind Piso 29 C,ALQUILER,"$1,250.00",,3,3,94,APARTAMENTOS,
474,San Francisco,Apartamento en Torres de San Francisco,VENTA,"$125,000.00",,2,2,80,APARTAMENTOS,DE SEGUNDA
475,San Francisco,SAN FRANCISCO BAY T100,VENTA,"$152,500.00",,2,3,145,APARTAMENTOS,DE SEGUNDA
476,San Francisco,South Coast Tower,ALQUILER,$950.00,,2,2,89,APARTAMENTOS,
477,San Francisco,THE TOWERS T100,VENTALQUILER,"$380,000.00",,3,1,145,APARTAMENTOS,DE SEGUNDA
478,San Francisco,P.H DIAMOND TOWER,ALQUILER,$950.00,,2,1,93,APARTAMENTOS,
479,San Francisco,PH The Regent,VENTA,"$280,000.00",,2,3,112,APARTAMENTOS,DE SEGUNDA
480,San Francisco,SAN FRANCISCO BAY,ALQUILER,$900.00,,2,2,518,APARTAMENTOS,
481,San Francisco,SAN FRANCISCO BAY T600,ALQUILER,"$1,200.00",,2,3,151,APARTAMENTOS,
482,San Francisco,CASA EN SAN FRANCISCO,RENTANDO,"$850,000.00",,4,1,114,CASAS,
483,San Francisco,BUGANVILLA,VENTA,"$220,000.00",,3,3,124,APARTAMENTOS,DE SEGUNDA
484,San Francisco,Se alquila elegante apto en PH Portofino,ALQUILER,"$1,500.00",,3,3,114,APARTAMENTOS,
485,San Francisco,Terrawind torre 1000,VENTA,"$220,000.00",,3,3,150,APARTAMENTOS,DE SEGUNDA
486,San Francisco,DIAGONAL AL CENTRO COMERCIAL MULTIPLAZA,VENTALQUILER,"$300,000.00",,2,2,94,APARTAMENTOS,
487,San Francisco,PH Sky Blue,VENTA,"$190,000.00",,2,4,144,APARTAMENTOS,DE SEGUNDA
488,San Francisco,APARTAMENTO EN SAN FRANCISCO 67,VENTA,"$275,000.00",,2,2,89,APARTAMENTOS,DE SEGUNDA
489,San Francisco,GREAT CITY TOWER,ALQUILER,"$1,400.00",,2,4,125,APARTAMENTOS,
490,San Francisco,Park Loft,ALQUILER,"$1,300.00",,1,3,108,APARTAMENTOS,
491,San Francisco,PH HARMONY TOWER,VENTALQUILER,"$198,000.00",,1,1,243,APARTAMENTOS,DE SEGUNDA
492,San Francisco,Terrawind,VENTALQUILER,"$275,000.00",,3,3,89,APARTAMENTOS,DE SEGUNDA
493,San Francisco,Torre Mar del Sur,ALQUILER,$800.00,,2,2,145,APARTAMENTOS,
494,San Francisco,VENTA ? PH THE REGENT ? SAN FRANCISCO,VENTA,"$285,000.00",,2,3,95,APARTAMENTOS,DE SEGUNDA
495,San Francisco,HARMONY TOWER,VENTA,"$179,000.00",,1,2,185,APARTAMENTOS,DE SEGUNDA
496,San Francisco,STAR BAY,VENTALQUILER,"$265,000.00",,3,3,125,APARTAMENTOS,DE SEGUNDA
498,San Francisco,PH Tee One,ALQUILER,"$1,300.00",,3,2,94,APARTAMENTOS,
499,San Francisco ,San Francisco Bay Torre 200,ALQUILER,"$1,000.00",,2,2,321,APARTAMENTOS,
500,San Francisco ,INFINITY TOWER,VENTA,"$560,000.00",,3,2,288,APARTAMENTOS,NUEVO
501,San Francisco ,Casa San Francisco # 46,VENTA,"$1,100,000.00",,3,2,165,CASAS,NUEVO
502,San Francisco ,COCINA ESTILO AMERICANA | PUNTA PACIFICA,VENTA,"$300,000.00",,3,4,224,APARTAMENTOS,DE SEGUNDA
503,San Francisco ,PACIFIC BAY,VENTALQUILER,"$390,000.00",,3,2,126,APARTAMENTOS,DE SEGUNDA
504,San Francisco ,PARK LOFT,VENTALQUILER,"$229,000.00",,1,2,206,APARTAMENTOS,DE SEGUNDA
505,San Francisco ,Mandarin Bay 30-A,VENTA,"$447,000.00",,3,3,117,APARTAMENTOS,NUEVO
506,San Francisco ,PH GENESIS TOWER,VENTA,"$265,000.00",,2,2,207,APARTAMENTOS,DE SEGUNDA
507,San Francisco ,STAR BAY,VENTA,"$342,000.00",,3,2,114,APARTAMENTOS,DE SEGUNDA
508,San Francisco ,PORTO FINO,ALQUILER,"$1,190.00",,3,2,183,APARTAMENTOS,
509,San Francisco ,THE REGENT,VENTA,"$360,000.00",,3,2,115,APARTAMENTOS,DE SEGUNDA
510,San Francisco ,QUADRAT,ALQUILER,"$1,500.00",,2,2,146,APARTAMENTOS,
511,San Francisco ,THE REGENT,VENTA,"$300,000.00",,2,2,172,APARTAMENTOS,DE SEGUNDA
512,San Francisco ,INFINITY TOWER,VENTA,"$295,000.00",,3,2,97,APARTAMENTOS,DE SEGUNDA
513,San Francisco ,Aquamarina,VENTA,"$135,000.00",,2,2,124,APARTAMENTOS,DE SEGUNDA
514,San Francisco ,PH TERRAWIND,VENTA,"$215,000.00",,3,3,142,APARTAMENTOS,DE SEGUNDA
515,San Francisco ,PH TERRAWIND,VENTA,"$239,000.00",,3,3,90,APARTAMENTOS,DE SEGUNDA
516,San Francisco ,PARK HOUSE,RENTANDO,"$160,500.00",,3,2,136,APARTAMENTOS,
517,San Francisco ,SAN FRANCISCO 67,RENTANDO,"$250,000.00",,2,2,129,APARTAMENTOS,
518,San Francisco ,SAN FRANCISCO 67,VENTA,"$258,800.00",,2,3,123,APARTAMENTOS,DE SEGUNDA
519,San Francisco ,SERENITY AT THE BAY,VENTA,"$240,000.00",,2,3,155,APARTAMENTOS,DE SEGUNDA
520,San Francisco ,MARINA PLAZA,VENTA,"$270,000.00",,2,2,113,APARTAMENTOS,DE SEGUNDA
521,San Francisco ,SAN FRANCISCO BAY T100,VENTA,"$180,000.00",,2,2,153,APARTAMENTOS,DE SEGUNDA
522,San Francisco ,7400,VENTA,"$330,000.00",,3,2,146,APARTAMENTOS,DE SEGUNDA
523,San Francisco ,THE REGENT,VENTA,"$300,000.00",,2,1,142,APARTAMENTOS,DE SEGUNDA
524,San Francisco ,FAIRMONT PLAZA,VENTA,"$257,000.00",,2,1,149,APARTAMENTOS,DE SEGUNDA
525,San Francisco ,THE COSMOPOLITAN,RENTANDO,"$235,000.00",,2,2,155,APARTAMENTOS,
526,San Francisco ,EMPORIUM TOWER,ALQUILER,"$1,550.00",,3,2,86,APARTAMENTOS,
527,San Francisco ,MONTEMAR,VENTALQUILER,"$160,000.00",,2,3,237,APARTAMENTOS,DE SEGUNDA
528,San Francisco ,PREMIUM TOWER,VENTA,"$515,000.00",,3,1,184,APARTAMENTOS,NUEVO
529,San Francisco ,WATERFALLS,VENTA,"$435,000.00",,3,1,148,APARTAMENTOS,NUEVO
530,San Francisco ,QUADRAT,ALQUILER,"$1,850.00",,2,1,220,APARTAMENTOS,
531,San Francisco ,WINDOW TOWER,VENTALQUILER,"$398,000.00",,3,2,100,APARTAMENTOS,DE SEGUNDA
532,"Obarrio, Bella Vista",THE ONE,RENTANDO,"$275,000.00",,2,3,133,APARTAMENTOS,
533,San Francisco,PACIFIC WIND,VENTA,"$259,000.00",,3,2,86,APARTAMENTOS,DE SEGUNDA
534,San Francisco,MONTEMAR,VENTA,"$160,000.00",,2,2,111,APARTAMENTOS,DE SEGUNDA
535,San Francisco,PLAZA MARINA,VENTALQUILER,"$165,000.00",,2,2,325,APARTAMENTOS,DE SEGUNDA
536,San Francisco,CASA EN SAN FRANCISCO,VENTA,"$500,000.00",,3,2,81,CASAS,NUEVO
537,San Francisco,GREEN POINT,RENTANDO,"$170,100.00",,2,2,200,APARTAMENTOS,
538,San Francisco,KEOPS TOWER,ALQUILER,"$2,000.00",,3,2,131,APARTAMENTOS,
539,San Francisco,TERRAWIND TORRE 1000,VENTA,"$248,500.00",,3,2,131,APARTAMENTOS,DE SEGUNDA
540,San Francisco,TERRAWIND TORRE 2000,VENTALQUILER,"$278,000.00",,3,1,156,APARTAMENTOS,DE SEGUNDA
541,San Francisco,PARK LOFT,VENTA,"$329,500.00",,2,3,124,APARTAMENTOS,DE SEGUNDA
542,San Francisco,SERENITY,ALQUILER,"$1,600.00",,2,2,124,APARTAMENTOS,
543,San Francisco,CAPRICE,VENTA,"$186,000.00",,2,3,344,APARTAMENTOS,DE SEGUNDA
544,San Francisco,PREMIER LOFT,VENTA,"$560,000.00",,3,2,288,APARTAMENTOS,NUEVO
545,San Francisco,HARMONY,RENTANDO,"$480,000.00",,3,2,215,APARTAMENTOS,
546,San Francisco,JOY,VENTA,"$440,000.00",,3,3,98,APARTAMENTOS,NUEVO
547,San Francisco,PALMA REAL,ALQUILER,"$1,150.00",,2,1,308,APARTAMENTOS,
548,San Francisco,PREMIER LOFT,VENTALQUILER,"$600,000.00",,3,3,308,APARTAMENTOS,NUEVO
550,San Francisco,THE COSMOPOLITAN,VENTA,"$199,000.00",,2,2,98,APARTAMENTOS,DE SEGUNDA
551,San Francisco,TERRAWIND TORRE 1000,ALQUILER,"$1,350.00",,3,2,159,APARTAMENTOS,
552,San Francisco,CASA EN SAN FRANCISCO,VENTA,"$1,300,000.00",,4,2,630,CASAS,NUEVO
553,San Francisco,STAR BAY,VENTALQUILER,"$375,000.00",,3,3,182,APARTAMENTOS,DE SEGUNDA
554,San Francisco,KOLOSAL TOWER,VENTA,"$312,000.00",,2,2,156,APARTAMENTOS,DE SEGUNDA
555,San Francisco,PREMIUM TOWER,VENTA,"$585,000.00",,3,2,237,APARTAMENTOS,NUEVO
556,San Francisco,WATERFALLS,ALQUILER,"$1,800.00",,2,3,148,APARTAMENTOS,
557,San Francisco,PREMIER LOFT,VENTALQUILER,"$600,000.00",,3,1,345,APARTAMENTOS,NUEVO
558,San Francisco,SERENITY,VENTALQUILER,"$285,000.00",,2,2,124,APARTAMENTOS,DE SEGUNDA
559,San Francisco,SERENITY,VENTALQUILER,"$462,800.00",,2,3,354,APARTAMENTOS,NUEVO
560,San Francisco,JOY,VENTA,"$493,097.00",,3,1,214,APARTAMENTOS,NUEVO
561,San Francisco,JOY,VENTA,"$493,097.00",,3,3,214,APARTAMENTOS,NUEVO
562,San Francisco,PLAZA REAL,VENTA,"$290,000.00",,3,2,150,APARTAMENTOS,DE SEGUNDA
563,"Punta Paitilla,San Francisco",TORRE DEL MAR,ALQUILER,"$5,000.00",,3,3,290,APARTAMENTOS,
564,San Francisco,LATORRACA,ALQUILER,"$1,300.00",,3,3,113,APARTAMENTOS,
565,San Francisco,PREMIUM TOWER,VENTA,"$425,000.00",,3,3,179,APARTAMENTOS,NUEVO
566,San Francisco,PACIFIC BAY,VENTALQUILER,"$530,000.00",,3,2,239,APARTAMENTOS,NUEVO
567,San Francisco,LATORRACA,VENTA,"$260,000.00",,3,3,113,APARTAMENTOS,DE SEGUNDA
568,"Via Israel,San Francisco",TERRAZAS DEL PACIFICO,VENTA,"$970,000.00",,4,4,370,APARTAMENTOS,NUEVO
